	Genus	Species	Name_Change	Author	Year
547	Advenimus	burkei	0	Dawson	1964
548	Advenimus	hupeiensis	0	"Dawson,_Li_&amp;_Qi"	1984
549	Advenimus	ulungurensis	0	"Meng,_Wu_&amp;_Ye"	2001
550	Ae.	inflatus	0	Vanderhoof_&amp;_Gregory	1940
551	Ae.	silindensis	0	Roberts	1938
552	Aegialodon	dawsoni	0	"Kermack,_Lees_&amp;_Mussett"	1965
553	Aegialomys	galapagoensis	1	Waterhouse	1839
554	Aegialomys	xanthaeolus	1	Thomas	1894
555	Aegoceros	aegagrus	0	Pallas	1811
556	Aegoceros	ammon	0	Pallas	1811
557	Aegoceros	argali	0	Pallas	1811
558	Aegoceros	beden	0	Wagner_in_Schreber	1835
559	Aegoceros	burrhel	1	Blyth	NA
560	Aegoceros	capra	0	Wagner_in_Schreber	1835
561	Aegoceros	caucasicus	1	Gueld.	NA
562	Aegoceros	cyprius	1	Blas.	NA
563	Aegoceros	hircus	1	L.	NA
564	Aegoceros	ibex	1	L.	NA
565	Aegoceros	montanus	1	Desm.	NA
566	Aegoceros	musimon	0	Pallas	1811
567	Aegoceros	nahoor	0	Wagner_in_Schreber	1844
568	Aegoceros	orientalis	1	Gm.	NA
569	Aegoceros	ovis	0	Pallas	1811
570	Aegoceros	pallasi	NA	NA	NA
571	Aegoceros	pallasii	0	Rouillier	1841
572	Aegoceros	pyrenaica	1	Schinz	NA
573	Aegoceros	sibiricus	1	Ehr.	NA
574	Aegoceros	skyn	0	Wagner_in_Schreber	1844
575	Aegoceros	tragelphus	1	Desm.	NA
576	Aegoceros	tubericornis	0	Wagner_in_Schreber	1835
577	Aegoceros	vignei	1	Blyth	NA
578	Aegoceros	walie	1	Ruepp.	NA
579	Aegocerus	pallasi	NA	NA	NA
580	Aegyptiopithecus	zeuxis	NA	NA	NA
581	Aegyptocetus	tarfa	0	Bianucci_&amp;_Gingerich	2011
582	Aegyptopithecus	zeuxis	0	Simons	1965
583	Aegyrcitherium	beonensis	0	Antoine	1997
584	Aello	cuvieri	0	Leach	1821
585	Aelureidopus	baconi	0	Woodward	1915
586	Aelurictis	minor	NA	NA	NA
587	Aelurocyon	spissidens	0	White	1947
588	Aelurodon	aphobus	NA	NA	NA
589	Aelurodon	asthenostylus	0	Henshaw	1942
590	Aelurodon	compressus	0	Cope	1890
591	Aelurodon	ferox	0	Leidy	1858
592	Aelurodon	francisi	NA	NA	NA
593	Aelurodon	haydeni	NA	NA	NA
594	Aelurodon	hyoenoides	0	Cope	1881
595	Aelurodon	inflatus	NA	NA	NA
596	Aelurodon	johnhenryi	0	White	1947
597	Aelurodon	marshi	1	Thorpe	NA
598	Aelurodon	mcgrewi	0	"Wang,_Tedford_&amp;_Taylor"	1999
599	Aelurodon	meandrinus	0	Hatcher	1894
600	Aelurodon	montanensis	0	"Wang,_Wideman,_Nichols_&amp;_Hanneman"	2004
601	Aelurodon	platyrhinus	0	Barbour_&amp;_Cook	NA
602	Aelurodon	saevus	NA	NA	NA
603	Aelurodon	seavus	NA	NA	NA
604	Aelurodon	simulans	NA	NA	NA
605	Aelurodon	sp.	NA	NA	NA
606	Aelurodon	stirtoni	1	Webb	1969
607	Aelurodon	taxoides	0	Hatcher	1893
608	Aelurodon	validus	0	Matthew_&amp;_Cook	1940
609	Aelurodon	wheelerianus	NA	NA	NA
610	Aelurogale	acutata	0	Filhol	1880
611	Aelurogale	mongoliensis	0	Gromova	1959
612	Aeluropus	fovealis	0	Matthew_&amp;_Granger	1923
613	Aeluropus	melanoleucus	NA	NA	NA
614	Aelurotherium	bicuspis	NA	NA	NA
615	Aelurus	anglicus	NA	NA	NA
616	Aelurus	fulgens	NA	NA	NA
617	Aenigmadelphys	archeri	0	Cifelli_&amp;_Johanson	1994
618	Aenocyon	dirus	NA	NA	NA
619	Aeolopithecus	chirobates	0	Simons	1965
620	Aeotragus	garussi	0	Dietrich	1950
621	Aepeomys	fuscatus	0	Allen	1912
622	Aepeomys	lugens	1	Thomas	1896
623	Aepeomys	reigi	0	"Ochoa_G.,_Aguilera,_Pacheco_&amp;_Soriano"	2001
624	Aepinacodon	rostratus	1	Scott	NA
625	Aepycamelus	major	1	Leidy	1886
626	Aepycereos	melampus	NA	NA	NA
627	Aepyceros	afarensis	0	"Geraads,_Melillo_&amp;_Haile-Selassie"	2009
628	Aepyceros	datoadeni	0	"Geraads,_Bobe_&amp;_Reed"	2012
629	Aepyceros	dietrichi	0	Gentry	2011
630	Aepyceros	johnstoni	NA	NA	NA
631	Aepyceros	malampus	NA	NA	NA
632	Aepyceros	melampas	NA	NA	NA
633	Aepyceros	melamphus	NA	NA	NA
634	Aepyceros	melampus	NA	NA	NA
635	Aepyceros	melarnpus	NA	NA	NA
636	Aepyceros	petersi	NA	NA	NA
637	Aepyceros	premelampus	0	Harris	2003
638	Aepyceros	shungurae	0	Gentry	1985
639	Aepycews	melampus	NA	NA	NA
640	Aepyosciurus	orientalis	0	Wang_&amp;_Qiu	2003
641	Aepyprymnus	rufescena	NA	NA	NA
642	Aepyprymnus	rufescens	NA	NA	NA
643	Aepyprynmus	rufescens	NA	NA	NA
644	Aeretes	grandidens	0	Zheng	1993
645	Aeretes	melanopterus	1	Milne-Edwards	1867
646	Aeretes	premelanopterus	0	Zheng	1993
647	Aeromys	beekrofti	NA	NA	NA
648	Aeromys	pussillus	0	Thomas	NA
649	Aeromys	tephromelas	NA	NA	NA
650	Aeromys	thomasi	NA	NA	NA
651	Aethalops	aequalis	0	Allen	1938
652	Aethalops	alecto	NA	NA	NA
653	Aethechinus	algirus	NA	NA	NA
654	Aethechinus	annectens	0	Patterson_&amp;_McGrew	1937
655	Aethechinus	frontalis	NA	NA	NA
656	Aethechinus	sclateri	NA	NA	NA
657	Aethiosciurus	ruwenzori	NA	NA	NA
658	Aethomys	adamanticola	0	Denys	1990
659	Aethomys	bocagei	NA	NA	NA
660	Aethomys	chrysophilus	1	de_Winton	1852
661	Aethomys	granti	NA	NA	NA
662	Aethomys	hindei	1	Thomas	1902
663	Aethomys	ineptus	1	Thomas_&amp;_Wroughton	1908
664	Aethomys	kaiseri	NA	NA	NA
665	Aethomys	modernis	0	Denys	1990
666	Aethomys	namaquensis	1	Smith	1834
667	Aethomys	nyikae	NA	NA	NA
668	Aethomys	stannarius	1	Thomas	1913
669	Aethomys	subgenus	NA	NA	NA
670	Aethomys	thomasi	1	De_Winton	1897
671	Aethomys	vernayi	0	Hill_&amp;_Carter	1937
672	Aethosciurus	byatti	0	Kershaw	NA
673	Aethosciurus	poensis	NA	NA	NA
674	Aethosciurus	ruwenzorii	NA	NA	NA
675	Aethurus	glirinus	0	De_Winton	1898
676	Aetiocetus	cotylalveus	0	Emlong	1966
677	Aetiocetus	cotylatreus	NA	NA	NA
678	Aetiocetus	cotylaveus	NA	NA	NA
679	Aetiocetus	polydentatus	0	Sawamura	1994
680	Aetiocetus	tomitai	0	Kimura_&amp;_Barnes	1994
681	Aetiocetus	weltoni	0	"Barnes_&amp;_Kimura_in_Barnes,_et_al."	1955
682	Af.	schreibersi	NA	NA	NA
683	Afaranthropus	antiquus	1	Ferguson	1984
684	Afaromys	guillemoti	0	Geraads	1998
685	Afradapis	longicristatus	0	"Seiffert,_Perry,_Simons_&amp;_Boyer"	2009
686	Aframonius	dieides	0	"Simons,_Rasmussen_&amp;_Gingerich"	1995
687	Africanacetus	ceratopsis	0	"Bianucci,_Lambert_&amp;_Post"	2007
688	Africanomys	bahariyaensis	0	Mein_&amp;_Pickford	2010
689	Africanomys	incertus	NA	NA	NA
690	Africanomys	kettarati	0	Jaeger	1977
691	Africanomys	major	0	Jaeger	1977
692	Africanomys	minor	0	Jaeger	1977
693	Africanomys	pulcher	0	Lavocat	1961
694	Afrikanokeryx	leakeyi	0	"Harris,_Solounias_&amp;_Geraads"	2010
695	Afrikanthropus	njarasensis	0	Weinert	1938
696	Afrochoerodon	chioticus	1	Tobien	1980
697	Afrochoerodon	kisumuensis	1	MacInnes	1942
698	Afrochoerodon	ngorora	1	Maglio	1974
699	Afrochoerodon	zaltaniensis	1	Gaziry	1987
700	Afrochoerus	nicoli	0	Leakey	1942
701	Afrocricetodon	songhori	0	Lavocat	1975
702	Afrocyon	burolleti	0	Arambourg	1961
703	Afrohyrax	championi	1	Arambourg	1933
704	Afrohyrax	namibensis	0	Pickford	2008
705	Afromastodon	coppensi	0	Pickford	2003
706	Afromeryx	grex	0	"Miller,_Gunnell,_Gawad,_Hamdan,_El-Barkooky,_Clementz_&amp;_Hassan"	2014
707	Afromeryx	palustris	0	"Miller,_Gunnell,_Gawad,_Hamdan,_El-Barkooky,_Clementz_&amp;_Hassan"	2014
708	Afromeryx	zelteni	NA	NA	NA
709	Afrophoca	libyca	0	Koretsky_&amp;_Domning	2014
710	Afrosmilus	hispanicus	0	"Morales,_Salesa,_Pickford_&amp;_Soria"	2001
711	Afrosmilus	turkanae	0	Schmidt-Kittler	1987
712	Afrotarsius	chatrathi	0	Simmons_&amp;_Bown	1985
713	Afrotarsius	libycus	0	"Jaeger,_Beard,_Chaimanee,_Salem,_Benammi,_Hlal,_Coster,_Bilal,_Duringer,_Schuster,_Valentin,_Marandat,_Marivaux,_Metais,_Hammuda_&amp;_Brunet"	2010
714	Afrotragulus	moruorotensis	1	Pickford	2001
715	Afrotragulus	parvus	1	Withworth	1958
716	Agabelus	porcatus	0	Cope	1875
717	Agathaeromys	donovani	0	"Zijlstra,_Madern_&amp;_van_den_Hoek_Ostende"	2010
718	Agathaeromys	praeuniversitatis	0	"Zijlstra,_Madern_&amp;_van_den_Hoek_Ostende"	2010
719	Ageitodendron	matthewi	0	Gunnell	1995
720	Agerina	roselli	0	Crusafont-Pairo	1967
721	Agilodocodon	scansorius	0	"Meng,_Ji,_Zhang,_Liu,_Grossnickle_&amp;_Luo"	2015
722	Agispelagus	simplex	NA	NA	NA
723	Agispelagus	youngi	0	Gureev	1960
724	Agnotherium	antiquum	0	Kaup	1833
725	Agnotherium	grivense	NA	NA	NA
726	Agnotherium	kiptalami	0	Morales_&amp;_Pickford	2005
727	Agnotocaator	praetereadens	0	Stirton	1935
728	Agnotocastor	aubekerovi	0	Lychev	1978
729	Agnotocastor	coloradensis	0	Wilson	1949
730	Agnotocastor	devius	0	Lytshev_&amp;_Shevyreva	1994
731	Agnotocastor	diagnosis	NA	NA	NA
732	Agnotocastor	galushai	0	Emry	1972
733	Agnotocastor	praetereadens	0	Stirton	1935
734	Agnotocastor	readingi	0	Korth	1988
735	Agorophius	pygmaeus	1	Muller	1849
736	Agorophus	pygmaeus	NA	NA	NA
737	Agouti	aperea	0	Daudin	1802
738	Agouti	cayanus	0	Daudin_in_Buffon	1802
739	Agouti	cobaya	0	Daudin_in_Buffon	1802
740	Agouti	major	NA	NA	NA
741	Agouti	paca	0	de_Lacepede	1799
742	Agouti	sierrae	NA	NA	NA
743	Agouti	silvagarciae	0	Van_Roosmalen_&amp;_Van_Hooft	2015
744	Agouti	taczanowskii	NA	NA	NA
745	Agouti	thomasi	0	Eaton	1916
746	Agriarctos	beatrix	0	"Abella,_Montoya_&amp;_Morales"	2011
747	Agriarctos	gaali	NA	NA	NA
748	Agriarctos	vighi	NA	NA	NA
749	Agricola	agrestis	NA	NA	NA
750	Agriochoerus	antiquus	NA	NA	NA
752	Agriochoerus	matthewi	1	Peterson	1919
753	Agriochoerus	maximus	0	Douglass	1901
754	Agriochoerus	minimus	0	Douglass	1902
755	Agriochoerus	pumilus	0	Marsh	1875
756	Agriochoerus	transmontanus	NA	NA	NA
757	Agriochorus	transmontanus	0	Stock	1949
751	Agriotherium	aecuatorialis	0	"Morales,_Pickford_&amp;_Soria"	2005
758	Agriotherium	africanum	0	Hendey	1972
759	Agriotherium	coffeyi	0	Dalquest	1986
760	Agriotherium	inexpetans	0	"Qiu_Zhanxiang,_Xie_Junyi_&amp;_Yan_Defa"	1991
761	Agriotherium	intermedium	0	Stach	1957
762	Agriotherium	palaeindicum	NA	NA	NA
763	Agriotherium	paradoxicum	NA	NA	NA
764	Agriotherium	roblesi	0	Morales_&amp;_Aguirre	1976
765	Agriotherium	schneideri	NA	NA	NA
766	Aguafriamys	raineyi	0	Wilson_&amp;_Runkel	1991
767	Aguascalientia	minuta	0	"Rincon,_Bloch,_Suarez,_MacFadden_&amp;_Jaramillo"	2012
768	Aguascalientia	panamaensis	0	"Rincon,_Bloch,_Suarez,_MacFadden_&amp;_Jaramillo"	2012
769	Aguascalientia	wilsoni	1	Dalquest_&amp;_Mooser	1974
770	Agustylus	carnifex	0	Mercerat	1891
771	Agustylus	cynoides	0	Ameghino	1887
772	Agustylus	primaevus	0	Mercerat	1891
773	Ahytherium	aureum	0	"Cartelle,_De_Iuliis_&amp;_Pujos"	2008
774	Aigererus	niger	0	Harris	1838
775	Aigocerus	ellipsiprymnus	1	Og.	NA
776	Aigocerus	niger	0	Harris	1838
777	Ailurarctos	lufengensis	0	Qiu_Zhanxiang_&amp;_Qi_Guoquin	1989
778	Ailuravus	macrurus	0	Weitzel	1949
779	Ailuravus	michauxi	0	Hartenberger	1975
780	Ailuravus	mitchelli	0	Hooker	2010
781	Ailuravus	picteti	0	Rutimeyer	1892
782	Ailuravus	stehlinschaubi	0	Wood	1976
783	Ailurena	johnstoni	NA	NA	NA
784	Ailurictis	helbingi	NA	NA	NA
785	Ailurictis	jourdaini	0	Kretzoi	1929
786	Ailurictis	jourdani	NA	NA	NA
787	Ailuropoda	Ailuropus	NA	NA	NA
788	Ailuropoda	baconi	NA	NA	NA
789	Ailuropoda	bacooni	NA	NA	NA
790	Ailuropoda	melanaoleuca	NA	NA	NA
791	Ailuropoda	melanoeluca	NA	NA	NA
792	Ailuropoda	melanolcuca	NA	NA	NA
793	Ailuropoda	melanoleuca	1	David	1869
794	Ailuropoda	melanoleuco	NA	NA	NA
795	Ailuropoda	melanoleucus	0	Edwards	1870
796	Ailuropoda	microta	0	Pei	1987
797	Ailuropoda	wulingshanensis	NA	NA	NA
798	Ailurops	ursinus	1	Temminck	1824
799	Ailuropus	fovealis	NA	NA	NA
800	Ailuropus	melanohucus	NA	NA	NA
801	Ailuropus	melanoleucus	NA	NA	NA
802	Ailurus	anglicus	0	Dawkins	NA
803	Ailurus	fulgens	1	Cuvier	1825
804	Ailurus	fulgrens	NA	NA	NA
805	Ailurus	fulqens	NA	NA	NA
806	Ailurus	ochraceus	0	Hodgson	1847
807	Ailurus	refulgens	0	Cuvier_in_E._Geoffroy_St_H._&amp;_F._Cuvier	1842
808	Aivukus	cedrosensis	0	Repenning_&amp;_Tedford	1977
809	Akhnatenavus	leptognathus	1	Osborn	1909
810	Akidolestes	cifellii	0	Li_&amp;_Luo	2006
811	Akmaiomys	incohatus	0	Reeder	1960
812	Akodon	aerosus	0	Thomas	1913
813	Akodon	affinis	NA	NA	NA
814	Akodon	albiventer	0	Thomas	1897
815	Akodon	aliquantulus	0	"Diaz,_Barquez,_Braun_&amp;_Mares"	1999
816	Akodon	alterus	0	Thomas	1919
817	Akodon	amaenus	0	Thos.	NA
818	Akodon	amoenus	NA	NA	NA
819	Akodon	andino	NA	NA	NA
820	Akodon	andinus	1	Philippi	1858
821	Akodon	arosus	0	Thos.	NA
822	Akodon	arriculoides	NA	NA	NA
823	Akodon	arvicloides	NA	NA	NA
824	Akodon	arviculoides	NA	NA	NA
825	Akodon	azarae	NA	NA	NA
826	Akodon	azare	NA	NA	NA
827	Akodon	baliolus	NA	NA	NA
828	Akodon	benefactus	0	Thomas	1919
829	Akodon	berlepschii	0	Thomas	1902
830	Akodon	bogotensis	0	Thomas	1895
831	Akodon	boliviense	0	Meyen	1833
832	Akodon	boliviensis	0	Meyen	1833
833	Akodon	budini	NA	NA	NA
834	Akodon	caenosus	0	Thomas	1918
835	Akodon	chacoensis	0	Shamel	1931
836	Akodon	chapmani	NA	NA	NA
837	Akodon	cursor	1	Winge	1887
838	Akodon	dayi	0	Osgood	1916
839	Akodon	dolores	0	Thomas	1916
840	Akodon	fumeus	0	Thomas	1902
841	Akodon	glaucinus	NA	NA	NA
842	Akodon	gossei	0	Thomas	1920
843	Akodon	hershkovitzi	0	"Patterson,_Gallardo_&amp;_Freas"	1984
844	Akodon	iniscatus	0	Thomas	1919
845	Akodon	irazu	NA	NA	NA
846	Akodon	jelskii	NA	NA	NA
847	Akodon	josemariarguedasi	0	"Jimenez,_Pacheco_&amp;_Vivas"	2013
848	Akodon	jucundus	NA	NA	NA
849	Akodon	juninensis	0	"Myers,_Patton_&amp;_Smith"	1990
850	Akodon	kempi	0	Thomas	1917
851	Akodon	kofordi	0	Myers_&amp;_Patton	1989
852	Akodon	lactens	NA	NA	NA
853	Akodon	lasiotis	NA	NA	NA
854	Akodon	lasiurus	0	Lund	1838
855	Akodon	latebricola	1	Anthony	1924
856	Akodon	lenguarum	0	Thomas	1898
857	Akodon	leucolimnaeus	0	Cabrera	1926
858	Akodon	lindberghi	0	Hershkovitz	1990
859	Akodon	longipilis	1	Waterhouse	1837
860	Akodon	lutescens	NA	NA	NA
861	Akodon	macronyx	0	Thomas	1894
862	Akodon	mansoensis	0	De_Santis_&amp;_Justo	1980
863	Akodon	meridensis	NA	NA	NA
864	Akodon	mimus	NA	NA	NA
865	Akodon	minoprioi	NA	NA	NA
866	Akodon	molinae	0	Contreras	1968
867	Akodon	mollis	NA	NA	NA
868	Akodon	montensis	NA	NA	NA
869	Akodon	montesis	NA	NA	NA
870	Akodon	mystax	0	Hershkovitz	1998
871	Akodon	neocenus	0	Thomas	1919
872	Akodon	nigrita	NA	NA	NA
873	Akodon	nucus	0	Thomas_&amp;_St_Leger	1926
874	Akodon	obscurus	0	Waterhouse	1837
875	Akodon	oenos	0	"Braun,_Mares_&amp;_Ojeda"	2000
876	Akodon	oerosus	NA	NA	NA
877	Akodon	olivaceus	1	Waterhouse	1837
878	Akodon	orientalis	NA	NA	NA
879	Akodon	orophilus	0	Osgood	1913
880	Akodon	pacificus	0	Thomas	1902
881	Akodon	paranaensis	0	"Christoff,_Fagundes,_Sbalqueiro,_Mattevi_&amp;_Yonenaga-Yassuda"	2000
882	Akodon	philimyersi	NA	NA	NA
883	Akodon	philipmyersi	0	"Pardinas,_D&amp;apos;Elia,_Cirignoli_&amp;_Suarez"	2005
884	Akodon	polopi	0	"Jayat,_Ortiz,_Salazar-Bravo,_Pardinas_&amp;_D&039;Elia"	2010
885	Akodon	puer	0	Thomas	1902
886	Akodon	pulcherrimus	0	Thos.	NA
887	Akodon	reigi	0	"Gonzalez,_Langguth_&amp;_de_Oliveira"	1998
888	Akodon	reinhardti	0	Langgnth	1975
889	Akodon	sanborni	0	Osgood	1943
890	Akodon	sanctipaulensis	0	Hershkovitz	1990
891	Akodon	serrensis	NA	NA	NA
892	Akodon	siberiae	0	Myers_&amp;_Patton	1989
913	Akodon	simulator	0	Thomas	1916
893	Akodon	sp.	NA	NA	NA
894	Akodon	spegazzinii	0	Thomas	1897
895	Akodon	subfuscus	0	Osgood	1944
896	Akodon	suffosus	NA	NA	NA
897	Akodon	suffusus	0	Thomas	1903
898	Akodon	surdus	NA	NA	NA
899	Akodon	sylvanus	0	Thomas	1925
900	Akodon	tartareus	NA	NA	NA
901	Akodon	toba	0	Thomas	1921
902	Akodon	tolimoe	NA	NA	NA
903	Akodon	torques	NA	NA	NA
904	Akodon	tucumanensis	0	Allen	1901
905	Akodon	urichi	NA	NA	NA
906	Akodon	varius	NA	NA	NA
907	Akodon	vestitus	0	Thomas	1903
908	Akodon	viridescens	0	"Braun,_Mares,_Coyner_&amp;_Van_den_Bussche"	2010
909	Akodon	xanthorhinus	0	Meyen	1833
910	Akodon	xanthorrhinus	NA	NA	NA
911	Aktaucyon	brevifacialis	0	"Kordikova,_Heizmann_&amp;_Mavrin"	2000
912	Aktaumys	dzhungaricus	0	Kordikova_&amp;_de_Bruijn	2001
914	Aktautitan	hippopotamopus	0	"Mihlbachler,_Lucas,_Emry_&amp;_Bayshashov"	2004
915	Akzharomys	mallos	0	Shevyreva	1994
916	Alachtherium	africanum	0	Geraads	1997
917	Alachtherium	antwerpiensis	NA	NA	NA
918	Alachtherium	cretsii	0	du_Bus	1867
919	Alacodon	angularis	NA	NA	NA
920	Alacodon	gracilis	NA	NA	NA
921	Alacodon	latus	NA	NA	NA
922	Alactaga	annulata	NA	NA	NA
923	Alactaga	aralychensis	NA	NA	NA
924	Alactaga	elater	0	Licht.	NA
925	Alactaga	euphratica	0	Thomas	1881
926	Alactaga	indica	0	Gray	1842
927	Alactaga	jaculus	NA	NA	NA
928	Alactaga	saliens	NA	NA	NA
929	Alactaga	suschkini	NA	NA	NA
930	Alactaga	williamsi	0	Thomas	1897
931	Alactagulus	acontion	NA	NA	NA
932	Alactagulus	elater	NA	NA	NA
933	Alactagulus	jaculus	NA	NA	NA
934	Alactagulus	kujalnikensis	0	Gromov_&amp;_Shevchenko	1962
935	Alactagulus	pgymaeus	NA	NA	NA
936	Alactagulus	pigmaeus	NA	NA	NA
937	Alactagulus	pumilio	0	Kerr	NA
938	Alactagulus	pygmaeus	0	Pallas	NA
939	Alactagulus	shitkovi	0	Kuznecov	1931
940	Alagomys	inopinatus	1	Dashzeveg	1990
941	Alagomys	oriensis	0	Tong_&amp;_Dawson	1995
942	Alagomys	russelli	0	Dawson_&amp;_Beard	1996
943	Alamitherium	bishopi	0	Bonaparte	2002
944	Alan	s.	NA	NA	NA
945	Alashania	tengkoliensis	0	"Vianey-Liaud,_Schmidt-Kittler_&amp;_Marivaux"	2006
946	Albanensia	grimmi	1	Black	1966
947	Albanensia	sansaniensis	1	Lartet	1851
948	Albanohyus	pygmaeus	1	Deperet	1892
949	Albanosmilus	jourdani	1	Filhol	1883
950	Albanosmilus	vallesiensis	1	de_Beaumont_&amp;_Crusafont	1982
951	Albanosmilus	whitfordi	1	Barbour_&amp;_Cook	1915
952	Albertatherium	primus	0	Fox	1971
953	Albertatherium	secundus	0	Johanson	1995
954	Albertocetus	meffordorum	0	Uhen	2008
955	Albertogaudrya	carahuasensis	0	"Carbajal,_Pascual,_Pinedo,_Salfity_&amp;_Vucetich"	1977
956	Albertogaudrya	regia	0	Ameghino	1902
962	Albertogaudrya	robusta	NA	NA	NA
957	Albertogaudrya	separata	NA	NA	NA
958	Albertogaudrya	tersa	0	Ameghino	1902
959	Albertogaudrya	unica	0	Ameghino	1901
960	Albertona	aegeensis	0	Unay_&amp;_Goktas	1999
961	Albertona	balkanica	0	Lopez-Martinez	1986
963	Albicetus	oxymycterus	1	Kellogg	1925
964	Albionbaatar	denisae	0	Kielan-Jaworowska_&amp;_Ensom	1994
965	Albireo	savagei	0	Barnes	2008
966	Albireo	whistleri	0	Barnes	1984
967	Alce	americanus	0	Jardine	1835
968	Alce	gigantea	0	Blumenbach	1799
969	Alcea	alces	NA	NA	NA
970	Alcea	americana	NA	NA	NA
971	Alcelaphu	cokii	0	Gunther	1884
972	Alcelaphus	alce	1	L.	NA
973	Alcelaphus	bubalis	1	Pall.	NA
974	Alcelaphus	buscelaphus	NA	NA	NA
975	Alcelaphus	buselaphas	NA	NA	NA
976	Alcelaphus	buselaphus	NA	NA	NA
977	Alcelaphus	buselephus	NA	NA	NA
978	Alcelaphus	busephalus	NA	NA	NA
979	Alcelaphus	caama	NA	NA	NA
980	Alcelaphus	camaa	1	Cuv.	NA
981	Alcelaphus	cokei	NA	NA	NA
982	Alcelaphus	cokii	NA	NA	NA
983	Alcelaphus	howardi	0	Leakey	1965
984	Alcelaphus	huselaphus	NA	NA	NA
985	Alcelaphus	kattwinkeli	0	Schwarz	1932
986	Alcelaphus	lelwel	NA	NA	NA
987	Alcelaphus	lichiensteini	NA	NA	NA
988	Alcelaphus	lichstensteini	NA	NA	NA
989	Alcelaphus	lichtensteini	1	Peters	1849
990	Alcelaphus	lichtensteinii	NA	NA	NA
991	Alcelaphus	luzarchei	0	G._Grandidier	NA
992	Alcelaphus	major	NA	NA	NA
993	Alcelaphus	robustus	0	Cooke	1949
994	Alcelaphus	suturosa	0	Boitard	1842
995	Alcelaphus	tora	0	Gray	1873
996	Alcephalus	boselaphus	NA	NA	NA
997	Alcephalus	kattwinkeli	0	Schwarz	1932
998	Alcephalus	sp.	NA	NA	NA
999	Alces	alces	1	Linnaeus	1758
1000	Alces	aloes	NA	NA	NA
1001	Alces	americana	NA	NA	NA
1002	Alces	americanus	0	Clinton	1822
1003	Alces	andersoni	NA	NA	NA
1004	Alces	atces	NA	NA	NA
1005	Alces	bedfordiae	NA	NA	NA
1006	Alces	brevirostris	NA	NA	NA
1007	Alces	canadensis	NA	NA	NA
1008	Alces	carnutorum	NA	NA	NA
1009	Alces	census	NA	NA	NA
1010	Alces	Cervus	NA	NA	NA
1011	Alces	columbae	0	Lydekker	1907
1012	Alces	diluvii	NA	NA	NA
1013	Alces	europoe	NA	NA	NA
1014	Alces	gallicus	NA	NA	NA
1015	Alces	gigas	NA	NA	NA
1016	Alces	latifrons	NA	NA	NA
1017	Alces	leptocephalus	0	Pusch	1840
1018	Alces	machlis	0	Ogilby	1836
1019	Alces	maeoticus	0	Pavlow	1926
1020	Alces	malchis	NA	NA	NA
1021	Alces	mochlis	NA	NA	NA
1022	Alces	palmatus	0	Gray	1843
1023	Alces	pfizenmayeri	0	Zukowsky	1915
1024	Alces	platycephalus	0	Pusch	1840
1025	Alces	resupinatus	0	Rouillier	1842
1026	Alces	runnymedensis	0	Hay	1923
1027	Alces	savinus	1	Fisch.	NA
1028	Alces	scotti	NA	NA	NA
1029	Alces	semipalmatus	0	Cope	1889
1030	Alces	vulgaris	0	de_Serres	1835
1031	Alcicephalus	caelophrys	0	Rodler_&amp;_Weithofer	1890
1032	Alcicephalus	neumayri	0	Rodler_&amp;_Weithofer	1890
1033	Alcidedorbignya	inopinata	0	de_Muizon_&amp;_Marshall	1987
1034	Alelocyon	multicuspis	NA	NA	NA
1035	Alelomeryx	lugni	NA	NA	NA
1036	Alephis	lyrix	0	Gromolard	1980
1037	Alephis	tigneresi	0	"Michaux,_Aguilar,_Calvet,_Duvernois_&amp;_Sudre"	1991
1038	Aletodon	quadravus	0	Gingerich	1983
1039	Aletomeryx	gracilis	0	Lull	1920
1040	Aletomeryx	lugni	0	Frick	1937
1041	Aletomeryx	marslandensis	0	Frick	1937
1042	Aletomeryx	occidentalis	0	Whistler	1984
1043	Aletomeryx	scotii	1	Matthew	1924
1044	Aletomeryx	scotti	NA	NA	NA
1045	Alexandromys	fortis	NA	NA	NA
1046	Alexandromys	gromovi	0	Vorontsov_et_al	1988
1047	Alexandromys	oeconomus	NA	NA	NA
1048	Alexandromys	shantaricus	1	Ognev	1929
1049	Alforjas	magnifontis	1	Gregory	1942
1050	Alforjas	taylori	0	Harrison	1979
1051	Aliaga	henkeli	1	Krebs	1985
1052	Aliaga	molinensis	0	"Cuenca-Bescos,_Canudo,_Gasca,_Moreno-Azanza_&amp;_Cifelli"	2014
1053	Alicornops	alfambrense	0	Cerdeno_&amp;_Alcala	1989
1054	Alicornops	complanatum	1	Heissig	1972
1055	Alicornops	laogouense	0	Tao_Deng	2004
1056	Alicornops	simorrense	1	Lartet	1851
1057	Alienetherium	bruxwilleri	0	Lange-Badre	1981
1058	Alilepus	annectens	NA	NA	NA
1059	Alilepus	browni	1	Hay	1921
1060	Alilepus	dietrichi	0	Fejfar	1962
1061	Alilepus	elongatus	0	"Winkler,_Flynn_&amp;_Tomida"	2011
1062	Alilepus	gambariani	0	Melik-Adamian	1986
1063	Alilepus	hibbardi	0	White	1991
1064	Alilepus	hungaricus	0	Kormos	1934
1065	Alilepus	lascarevi	NA	NA	NA
1066	Alilepus	lascarewi	NA	NA	NA
1067	Alilepus	laskarevi	NA	NA	NA
1068	Alilepus	laskarewi	NA	NA	NA
