	Genus	Species	Name_Change	Author	Year
19894	Hypsiprymnodon	karenblackae	0	"Bates,_Travouillon,_Cooke,_Beck,_Hand_&amp;_Archer"	2014
19895	Hypsiprymnodon	moschatus	0	Ramsay	1876
19896	Hypsiprymnodon	philcreaseri	0	"Bates,_Travouillon,_Cooke,_Beck,_Hand_&amp;_Archer"	2014
19897	Hypsiprymnodon	Pleopodidoe	1	Owen	NA
19898	Hypsiprymnus	cuniculus	0	Ogilby	1838
19899	Hypsiprymnus	formosus	0	Ogilby	1838
19900	Hypsiprymnus	gilbertii	0	Gould	1841
19901	Hypsiprymnus	graii	0	Gould	1841
19902	Hypsiprymnus	melanotis	0	Ogilby	1838
19903	Hypsiprymnus	micropus	0	Gould_in_Waterhouse	1841
19904	Hypsiprymnus	myosurus	0	Ogilby	1838
19905	Hypsiprymnus	ogilbi	0	Waterhouse	1841
19906	Hypsiprymnus	penicillatus	1	Gray	NA
19907	Hypsiprymnus	phillippi	0	Ogilby	1838
19908	Hypsiprymnus	platyops	0	Gould	1844
19909	Hypsiprymnus	rufescens	1	Gray	NA
19910	Hypsiprymnus	setosus	0	Ogilby	1832
19911	Hypsiprymnus	ursinus	0	Temminck_[F._Japon.]	1835
19912	Hypsitherium	bolivianum	0	Anaya_&amp;_MacFadden	1995
19913	Hypsocricetus	strimonis	0	Daxner-Hock	1992
19914	Hypsodontus	miocenicus	0	Sokolov	1949
19915	Hypsodontus	pronaticornis	0	Kohler	1988
19916	Hypsodontus	zerbicus	0	Pavlovic	1969
19917	Hypsodus	ironsi	0	Cook	1934
19918	Hypsodus	paululus	NA	NA	NA
19919	Hypsolophodon	esobankanus	0	Kretzoi	1940
19920	Hypsopalaeolagus	burkei	1	Wood	1940
19921	Hypsopalaeolagus	hypsodus	1	Schlaikjer	1935
19922	Hypsoparia	bozemanensis	0	Dorr	1954
19923	Hypsoparia	timmi	0	Lim_&amp;_Martin	2002
19924	Hypsorhynchocyon	burrelli	0	Senut	2008
19925	Hypsosteiromys	nectus	1	Ameghino	1902
19926	Hypsugo	alaschanicus	NA	NA	NA
19927	Hypsugo	alashanicus	1	Bobrinskoy	1926
19928	Hypsugo	anchietae	NA	NA	NA
19929	Hypsugo	ariel	1	Thomas	1904
19930	Hypsugo	bellieri	NA	NA	NA
19931	Hypsugo	bemainty	0	"Goodman,_Rakotondramanana,_Ramasindrazana,_Kearney,_Monadjem,_Schoeman,_Taylor,_Naughton_&amp;_Appleton"	2015
19932	Hypsugo	bodenheimeri	1	Harrison	1960
19933	Hypsugo	cadornae	NA	NA	NA
19934	Hypsugo	cardornae	NA	NA	NA
19935	Hypsugo	crassulus	NA	NA	NA
19936	Hypsugo	dolichodon	0	"Gorfol,_Csorba,_Eger,_Nguyen_Truong_Son_&amp;_Francis"	2014
19937	Hypsugo	eisentrauti	NA	NA	NA
19938	Hypsugo	lanzai	0	"Benda,_Al-Jumaily,_Reiter_&amp;_Nasher"	2011
19939	Hypsugo	nanus	NA	NA	NA
19940	Hypsugo	pulveratus	NA	NA	NA
19941	Hypsugo	savi	NA	NA	NA
19942	Hypsugo	savii	1	Bonaparte	1837
19943	Hyrachus	sp.	NA	NA	NA
19944	Hyrachyus	asiaticus	0	Ranga_Rao_&amp;_Obergfell	1973
19945	Hyrachyus	crassidens	NA	NA	NA
19946	Hyrachyus	crista	0	Qi	1987
19947	Hyrachyus	douglassi	0	Wood	1934
19948	Hyrachyus	douvillei	NA	NA	NA
19949	Hyrachyus	eximius	NA	NA	NA
19950	Hyrachyus	grande	0	Peterson	1919
19951	Hyrachyus	hypostylus	0	Wood	1934
19952	Hyrachyus	imperialis	NA	NA	NA
19953	Hyrachyus	implicatus	NA	NA	NA
19954	Hyrachyus	intermedius	0	Filhol	1885
19955	Hyrachyus	lunanensis	0	Huang_Xueshi_&amp;_Qi_Tao	1982
19956	Hyrachyus	metalophus	0	Zhou_Mingzhen_&amp;_Qi_Tao	1982
19957	Hyrachyus	minimus	1	Fischer	1829
19958	Hyrachyus	minor	0	Huang_Xueshi_&amp;_Qi_Tao	1982
19959	Hyrachyus	modestus	NA	NA	NA
19960	Hyrachyus	neimongoliensis	0	Qi	1987
19961	Hyrachyus	obliquidens	0	Scott_&amp;_Osborn	1887
19962	Hyrachyus	priscus	NA	NA	NA
19963	Hyrachyus	singularis	0	Cope	1875
19964	Hyrachyus	stehlini	NA	NA	NA
19965	Hyrachyus	tongi	0	Huang_&amp;_Wang	2002
19966	Hyrachyus	zeilleri	0	Filhol	1885
19967	Hyracodon	apertus	0	Sinclair	1922
19968	Hyracodon	arcidens	NA	NA	NA
19969	Hyracodon	browni	0	Russell	1934
19970	Hyracodon	doddi	0	Tanner_&amp;_Martin	1976
19971	Hyracodon	fuliginosus	0	Tomes	1863
19972	Hyracodon	ischyrolophus	0	Schlaikjer	1935
19973	Hyracodon	major	0	Scott_&amp;_Osborn	1887
19974	Hyracodon	nebracensis	NA	NA	NA
19975	Hyracodon	petersoni	0	Wood	1926
19976	Hyracodon	planiceps	0	Scott_&amp;_Osborn	1887
19977	Hyracodon	primus	0	Peterson	1934
19978	Hyracodon	quadriplicatus	0	Cope	NA
19979	Hyracodon	sp.	NA	NA	NA
19980	Hyracodontherium	filholi	NA	NA	NA
19981	Hyracodontotherium	crassum	0	Filhol	1882
19982	Hyracops	socialis	0	Marsh	1892
19983	Hyracotherium	aemulor	0	Gingerich	1991
19984	Hyracotherium	angustidens	0	Cope	1875
19985	Hyracotherium	argentonicum	0	Filhol	1888
19986	Hyracotherium	cayluxi	0	Filhol	1888
19987	Hyracotherium	craspedotum	0	Cope	1881
19988	Hyracotherium	criatatum	NA	NA	NA
19989	Hyracotherium	cuniculus	0	Owen	1841
19990	Hyracotherium	eraspedotum	NA	NA	NA
19991	Hyracotherium	gabuniai	0	Dashzeveg	1979
19992	Hyracotherium	grangeri	0	Kitts	1956
19993	Hyracotherium	index	0	Cope	1873
19994	Hyracotherium	leporinum	0	Owen	1841
19995	Hyracotherium	pernix	0	Marsh	1876
19996	Hyracotherium	quercyi	0	Filhol	1884
19997	Hyracotherium	sandrae	0	Gingerich	1989
19998	Hyracotherium	seekinsi	0	Morris	1968
19999	Hyracotherium	siderolithicum	NA	NA	NA
20000	Hyracotherium	sp.	NA	NA	NA
20001	Hyracotherium	tapirinum	0	Cope	1875
20002	Hyracotherium	vasacciense	NA	NA	NA
20003	Hyracotherium	venticolum	0	Cope	1881
20004	Hyracotherium	vortmani	NA	NA	NA
20005	Hyracotherium	vulpiceps	1	Owen	1858
20006	Hyrax	abyssinicus	1	Gray	NA
20007	Hyrax	alpini	0	Gray	1868
20008	Hyrax	arboreus	0	Smith	1827
20009	Hyrax	bocagei	NA	NA	NA
20010	Hyrax	brucei	0	Gray	1868
20011	Hyrax	burtoni	1	Gray	NA
20012	Hyrax	burtonii	0	Gray	1868
20013	Hyrax	capensis	0	Cuvier	1812
20014	Hyrax	dongalanus	0	Ehrenberg	1828
20015	Hyrax	dongolanus	1	H._&amp;_E.	NA
20016	Hyrax	dorsalis	NA	NA	NA
20017	Hyrax	ferrugineus	1	G.	NA
20018	Hyrax	hayessinicus	0	Ehrenberg	1828
20019	Hyrax	hudsonius	0	Schreber	1792
20020	Hyrax	irrorata	NA	NA	NA
20021	Hyrax	irroratus	1	G.	NA
20022	Hyrax	luteogaster	NA	NA	NA
20023	Hyrax	mossambicus	0	Peters	1870
20024	Hyrax	nigricanx	0	Peters	1879
20025	Hyrax	rufescens	0	Gray	1873
20026	Hyrax	ruficeps	0	Ehrenberg	1828
20027	Hyrax	sinaiticus	0	Ehrenberg	1828
20028	Hyrax	stampfli	NA	NA	NA
20029	Hyrax	syriaca	NA	NA	NA
20030	Hyrax	syriacus	0	Schreber	1792
20031	Hyrax	welwitschii	0	Gray	1868
20032	Hyrdropotes	inermis	NA	NA	NA
20033	Hystricops	browni	0	Shotwell	1963
20034	Hystris	africae-australis	NA	NA	NA
20035	Hystris	galeata	NA	NA	NA
20036	Hystrix	aerula	0	Thomas	1925
20037	Hystrix	africaeaustralis	NA	NA	NA
20038	Hystrix	africana	0	Lesson	1842
20039	Hystrix	afrioe-australis	NA	NA	NA
20040	Hystrix	afrlcaeaustralis	NA	NA	NA
20041	Hystrix	alophus	0	Hodgson	1847
20042	Hystrix	angressi	0	Fenkel	1970
20043	Hystrix	aryanensis	0	Sen	2001
20044	Hystrix	astasobae	0	Bate	1951
20045	Hystrix	bengalensis	NA	NA	NA
20046	Hystrix	bessarabica	0	Riabinin	1929
20047	Hystrix	brachyura	0	Linnaeus	1758
20048	Hystrix	brachyuran	NA	NA	NA
20049	Hystrix	brasiliensis	0	Boddaert	1785
20050	Hystrix	brevispinosa	0	Wagner_in_Schreber	1843
20051	Hystrix	caucasica	1	Argyropulo	1939
20052	Hystrix	chrysuros	0	Link	1795
20053	Hystrix	couiy	0	Desmarest	1822
20054	Hystrix	crassidens	NA	NA	NA
20055	Hystrix	crassispinis	0	Gunther	1876
20056	Hystrix	cristata	0	Linnaeus	1758
20057	Hystrix	critata	NA	NA	NA
20058	Hystrix	cuandu	0	Desmarest	1822
20059	Hystrix	depereti	0	Sen	2001
20060	Hystrix	dorsata	0	Linnaeus	1758
20061	Hystrix	erythrism	NA	NA	NA
20062	Hystrix	etrusca	0	Bosco	1898
20063	Hystrix	fasciculata	0	Shaw	1801
20064	Hystrix	galeata	0	Thomas	1893
20065	Hystrix	gansuensis	0	Wang_&amp;_Qiu	2002
20066	Hystrix	gigantea	0	van_Weers	1985
20067	Hystrix	hirsutirostris	0	Brandt	1835
20068	Hystrix	hodgesoni	NA	NA	NA
20069	Hystrix	hodgsoni	NA	NA	NA
20070	Hystrix	hudsonius	0	De_Kay	1842
20071	Hystrix	indica	0	Lesson	1842
20072	Hystrix	insidiosa	0	Illiger	1815
20073	Hystrix	javanica	1	Cuvier	1823
20074	Hystrix	kiangsenensis	0	Wang	1931
20075	Hystrix	lagrelii	0	Lonnberg	1924
20076	Hystrix	lagrelli	0	Lonnberg	1924
20077	Hystrix	langrelli	NA	NA	NA
20078	Hystrix	leakeyi	0	Denys	1987
20079	Hystrix	leucura	0	Sykes	NA
20080	Hystrix	leucurus	0	Sykes	1831
20081	Hystrix	lufengensis	0	Wang_&amp;_Qi	2005
20082	Hystrix	macroura	0	Linnaeus	1758
20083	Hystrix	magna	0	Pei	1987
20084	Hystrix	major	0	Gervais	1859
20085	Hystrix	makapanensis	0	Greenwood	1958
20086	Hystrix	makapensis	0	Greenwood	1958
20087	Hystrix	malabarica	0	Sclater	1865
20088	Hystrix	malabaricus	0	Day	1863
20089	Hystrix	malabrica	1	Sclater	NA
20090	Hystrix	malaccensis	0	Forster_in_Latham_and_Davies	1795
20091	Hystrix	mesopotamica	0	Muller	1920
20092	Hystrix	mexicana	0	Kerr	1792
20093	Hystrix	mulleri	0	Jentink	1879
20094	Hystrix	narynensis	0	Muller	1919
20095	Hystrix	nipalensis	0	Hodgson	1841
20096	Hystrix	nycthemera	0	Olfers	1818
20097	Hystrix	parvae	1	Kretzoi	1951
20098	Hystrix	paukensis	0	"Nishioka,_Zin-Maung-Maung-Thein,_Egi,_Tsubamoto,_Nishimura,_Ito,_Thaung-Htike_&amp;_Takai"	2011
20099	Hystrix	pilosus	0	Richardson_(ex_Catesby	1829
20100	Hystrix	pollicaris	0	Illiger	1815
20101	Hystrix	prehensilis	0	Linnaeus	1758
20102	Hystrix	primigenia	1	Wagner	1848
20103	Hystrix	pumila	0	Gunther	1879
20104	Hystrix	refossa	0	Gervais	1852
20105	Hystrix	rutila	0	Illiger	1815
20106	Hystrix	schaubi	0	Brunner	1954
20107	Hystrix	setosus	0	Forster_in_Latham_&amp;_Davies	1795
20108	Hystrix	sivalensis	0	Lydekker	1878
20109	Hystrix	sp.	NA	NA	NA
20110	Hystrix	spinosa	1	Cuv.	NA
20111	Hystrix	stegmanni	NA	NA	NA
20112	Hystrix	subcristata	0	Swinhoe	1870
20113	Hystrix	subspinosa	0	Olfers	1818
20114	Hystrix	subspinosus	0	Lichtenstein	1818
20115	Hystrix	suevica	NA	NA	NA
20116	Hystrix	suivica	0	Schlosser	1884
20117	Hystrix	sumatrae	1	Lyon	1907
20118	Hystrix	tortilis	0	Illiger	1815
20119	Hystrix	trofimovi	0	Shevyreva	1986
20120	Hystrix	vanbreei	0	van_Weers	1992
20121	Hystrix	villosa	1	Cuv.	NA
20122	Hystrix	vinogradovi	0	Argyropulo	1941
20123	Hystrix	volubilis	0	Illiger	1815
20124	Hystrix	wiedemanni	0	Roger	1886
20125	Hystrix	yunnanensis	0	Anderson	1879
20126	Hystrix	zhengi	0	Van_Weers_&amp;_Zhang	1999
20127	Ia	io	0	Thomas	1902
20128	Ia	lanna	0	Mein_&amp;_Ginsburg	1997
20129	Ia	longimana	0	Pen	1962
20130	Iacchus	rufiventer	NA	NA	NA
20131	Iachyromys	parvidens	0	Miller_&amp;_Gidley	1920
20132	Iagothrix	lagothricha	NA	NA	NA
20133	Iberica	hahni	0	"Badiola,_Canudo_&amp;_Cuenca-Bescos"	2011
20134	Iberictis	azanzae	0	Ginsburg_&amp;_Morales	1992
20135	Iberictis	buloti	0	Ginsburg_&amp;_Morales	1992
20136	Iberodon	quadrituberculatus	0	Hahn_&amp;_Hahn	1999
20137	Iberolophus	arabensis	0	Badiola_&amp;_Cuesta	2008
20138	Iberolophus	jimenezi	0	Badiola_&amp;_Cuesta	2008
20139	Iberomeryx	minor	1	Filhol	1882
20140	Iberomeryx	parvus	0	Gabuniya	1964
20141	Iberomys	brecciensis	0	Giebel	1847
20142	Iberomys	cabrerae	1	Thomas	1906
20143	Iberomys	huescarensis	1	Ruiz_Bustos	1988
20144	Iberomys	mediterraneus	1	Chaline	1967
20145	Ibex	alpinus	0	Gray	1847
20146	Ibex	cebennarum	0	Gervais	1850
20147	Ibex	europaeus	NA	NA	NA
20148	Ibex	ibex	NA	NA	NA
20149	Ibex	imberbis	0	Gmelin	1760
20150	Ibex	nubiana	NA	NA	NA
20151	Ibex	nubianus	0	Gray	1847
20152	Ibex	priscus	0	Woldrich	1895
20153	Ibex	pyrenaicus	1	Schinz	NA
20154	Ibex	sibiricum	0	Pallas	1776
20155	Icaronycteris	index	0	Jepsen	1966
20156	Icaronycteris	menue	0	"Russell,_Louis_&amp;_Savage"	1973
20157	Icaronycteris	sigei	0	"Smith,_Rana,_Missiaen,_Rose,_Sahni,_Singh_&amp;_Singh"	2007
20158	Icarops	aenae	0	"Hand,_Murray,_Megirian,_Archer_&amp;_Godthelp"	1998
20159	Icarops	breviceps	0	"Hand,_Murray,_Megirian,_Archer_&amp;_Godthelp"	1998
20160	Icarops	paradox	0	"Hand,_Murray,_Megirian,_Archer_&amp;_Godthelp"	1998
20161	Ichneuinia	albicauda	NA	NA	NA
20162	Ichneumia	albescens	0	Geoffroy	1837
20163	Ichneumia	albicauda	0	Geoffroy	1837
20164	Ichneumia	gracilis	0	Geoffroy	1837
20165	Ichneumia	leucurus	1	H._&amp;_E.	NA
20166	Ichneumia	nims	0	Geraads	1997
20167	Ichnhippus	cotaposi	0	Casamiquela_&amp;_Chong_Diaz	1975
20168	Ichthyoconodon	jaworowskorum	0	Sigogneau-Russell	1995
20169	Ichthyolestes	pinfoldi	0	Dehm_&amp;_Oettingen-Spielberg	1958
20170	Iclicyon	venaticus	NA	NA	NA
20171	Iclitherium	sivalense	NA	NA	NA
20172	Icochilus	endiadys	NA	NA	NA
20173	Icochilus	excavatus	0	Ameghino	1889
20174	Icochilus	extensus	0	Ameghino	1889
20175	Icochilus	rotundatus	0	Ameghino	1889
20176	Icochilus	undulatus	0	Ameghino	1889
20177	Icticyon	crassivultus	0	Cope	1879
20178	Icticyon	major	0	Lund	1845
20179	Icticyon	panamensis	0	Goldman	1912
20180	Icticyon	roretti	NA	NA	NA
20181	Icticyon	venaticus	0	Lund	1842
20182	Ictidomys	mexicanus	1	Erlexleben	1777
20183	Ictidomys	parvidens	1	Mearns	1896
20184	Ictidomys	tridecemlineatus	1	Mitchill	1821
20185	Ictidopappus	mustelinus	0	Simpson	1935
20186	Ictioborus	destructor	0	Ameghino	1894
20187	Ictioborus	fenestratus	0	Ameghino	1891
20188	Ictiocyon	socialis	NA	NA	NA
20189	Ictis	nivalis	NA	NA	NA
20190	Ictitcherium	hipparionum	NA	NA	NA
20192	Ictitherium	adroveri	0	Crusafont_Pairo_&amp;_Petter	1969
20191	Ictitherium	arambourgi	NA	NA	NA
20193	Ictitherium	ebu	0	Werdelin	2003
20194	Ictitherium	gaudryi	0	Zdansky	1924
20195	Ictitherium	hipparionum	NA	NA	NA
20196	Ictitherium	hyaenoides	0	Zdansky	1924
20197	Ictitherium	ibericum	NA	NA	NA
20198	Ictitherium	indicum	NA	NA	NA
20199	Ictitherium	intuberculatum	0	Ozansoy	1965
20200	Ictitherium	kurteni	0	Werdelin	1988
20201	Ictitherium	moutadai	NA	NA	NA
20202	Ictitherium	muntadai	0	Villalta_Comella_&amp;_Crusalont_Pairo	1943
20203	Ictitherium	nagrii	0	Prasad	1968
20204	Ictitherium	orbignyi	NA	NA	NA
20205	Ictitherium	pannonicum	NA	NA	NA
20206	Ictitherium	perforfex	1	Hendrey	1974
20207	Ictitherium	preforfex	1	Hendey	1974
20208	Ictitherium	prius	0	Ozansoy	1965
20209	Ictitherium	robusta	NA	NA	NA
20210	Ictitherium	robustum	NA	NA	NA
20211	Ictitherium	sarmaticum	NA	NA	NA
20212	Ictitherium	sinense	0	Zdansky	1924
20213	Ictitherium	sivalense	0	Lydekker	1877
20214	Ictitherium	sp.	NA	NA	NA
20215	Ictitherium	spelaeum	0	Semenov	1988
20216	Ictitherium	tauricum	0	Borissiak	1915
20217	Ictitherium	viverrinum	0	Roth_&amp;_Wagner	1854
20218	Ictitherium	wongii	NA	NA	NA
20219	Ictitheriumrobustum	hipparionum	NA	NA	NA
20220	Ictonyx	bolti	0	Cooke	1985
20221	Ictonyx	capensis	0	Kaup	1835
20222	Ictonyx	erythreae	NA	NA	NA
20223	Ictonyx	frenata	0	Sundevall	1843
20224	Ictonyx	kalaharicus	NA	NA	NA
20225	Ictonyx	libyca	NA	NA	NA
20252	Ictonyx	stiata	NA	NA	NA
20226	Ictonyx	striatus	1	Perry	1810
20227	Ictopidium	lechei	0	Zdansky	1930
20228	Ictopidium	tatalgolensis	0	Sulimski	1969
20229	Ictops	acutidens	0	Douglass	1901
20230	Ictops	didelphoides	0	Cope	1881
20231	Ictops	thomsoni	NA	NA	NA
20232	Ideodelphis	microscopicus	0	Ameghino	1902
20233	Idiocetus	longifrons	0	Beneden	1880
20234	Idionycteris	mexicanus	0	Anthony	1923
20235	Idionycteris	phyllotis	NA	NA	NA
20236	Idiurtis	zenkeri	0	Matschie	1894
20253	Idiurus	kivuensis	0	Lonnberg	NA
20237	Idiurus	langi	NA	NA	NA
20238	Idiurus	macrotis	NA	NA	NA
20239	Idiurus	panga	NA	NA	NA
20240	Idiurus	senkeri	NA	NA	NA
20241	Idiurus	zenkeri	NA	NA	NA
20254	Ignacius	clarkforkensis	0	"Bloch,_Silcox,_Boyer_&amp;_Sargis"	2007
20242	Ignacius	frugivorus	NA	NA	NA
20243	Ignacius	graybullianus	0	Bown_&amp;_Rose	1976
20244	Ignatiolambda	barnesi	0	Simons	1960
20245	Ignigena	minisculus	0	"Hitz,_Flynn_&amp;_Wyss"	2006
20246	Ihlengesi	saldanhae	0	"Bianucci,_Lambert_&amp;_Post"	2007
20247	Iii.	Creodonta	NA	NA	NA
20248	Ikelohyaena	abronia	1	Hendey	1974
20249	Ilaria	illumidens	1	Tedford_&amp;_Woodburne	1987
20250	Ilaria	lawsoni	0	Tedford_&amp;_Woodburne	1987
20251	Ilianodon	lunanensis	0	Chow_&amp;_Xu	1961
20255	Ilingoceros	alexandrae	NA	NA	NA
20256	Ilingoceros	schizoceras	NA	NA	NA
20257	Imagocnus	zazae	0	MacPhee_&amp;_Iturralde-Vinent	1994
20258	Imagotaria	downsi	0	Mitchell	1968
20259	Imequincisoria	mazhuangensis	0	Wang	1976
20260	Imequincisoria	micracis	0	Wang	1976
20261	Imerodelphis	thabagarri	0	Mchedlidze	1959
20262	Imocetus	piscatus	0	"Bianucci,_Mijan,_Lambert,_Post_&amp;_Mateus"	2013
20263	Imperatoria	gallwitzi	0	Matthes	1952
20264	Imperatoria	hageni	0	Matthes	1952
20265	Incacetus	broggi	NA	NA	NA
20266	Incacetus	broggii	0	Colbert	1944
20267	Incadelphys	antiquus	0	Marshall_&amp;_de_Muizon	1988
20268	Incadolops	ucayali	0	Goin_&amp;_Candela	2004
20269	Incamys	bolivianus	0	Hoffstetter_&amp;_Lavocat	1970
20270	Incamys	menniorum	0	"Vucetich,_Dozo,_Arnal_&amp;_Perez"	2015
20271	Incamys	pretiosus	0	Lavocat	1976
20272	Incerlae	sedis	NA	NA	NA
20273	Indalecia	grandensis	0	Bond_&amp;_Vucetich	1983
20274	Indarctos	arctoides	1	Deperet	1895
20275	Indarctos	atticus	1	Weithofer	1888
20276	Indarctos	bakalovi	0	Kovacev	1988
20277	Indarctos	nevadensis	0	Macdonald	1959
20278	Indarctos	oregonensis	NA	NA	NA
20279	Indarctos	punjabienais	NA	NA	NA
20280	Indarctos	salmontanus	NA	NA	NA
20281	Indarctos	sp.	NA	NA	NA
20282	Indarctos	vireti	0	Villalta_&amp;_Crusafont	1943
20283	Indarctos	zdanskyi	0	Qiu_&amp;_Tedford	2003
20284	Indarctos	ztticus	NA	NA	NA
20285	Indoadapis	shivaii	0	Chopra_&amp;_Vasishat	1980
20286	Indobaatar	zofiae	0	"Parmar,_Prasad_&amp;_Kumar"	2013
20287	Indobune	vastanensis	0	"Rose,_Smith,_Rana,_Sahni,_Singh,_Missiaen_&amp;_Folie"	2006
20288	Indocetus	ramani	0	Sahni_&amp;_Mishra	1975
20289	Indodelphis	luoi	0	"Bajpai,_Kapur,_Thewissen,_Tiwari_&amp;_Das"	2005
20290	Indohyaenodon	raoi	0	"Bajpai,_Kapur_&amp;_Thewissen"	2009
20291	Indohyus	indirae	0	Ranga_Rao	1971
20292	Indohyus	kalakotensis	0	Ranga_Rao	1971
20293	Indohyus	major	0	"Thewissen,_Gingerich_&amp;_Russell"	1987
20294	Indohyus	yuanchuensis	1	Young	1937
20295	Indomeryx	arenae	0	Pilgrim	1928
20296	Indomeryx	avenae	0	Pilgrim	1928
20297	Indomeryx	cotteri	0	Pilgrim	1928
20298	Indomeryx	minus	0	"Metais,_Benammi,_Chaimanee,_Jaeger,_Tun,_Thein_&amp;_Ducrocq"	2000
20299	Indomeryx	pilgrimi	0	"Metais,_Benammi,_Chaimanee,_Jaeger,_Tun,_Thein_&amp;_Ducrocq"	2000
20300	Indomeryx	youjiangensis	0	Qiu_Zhuding	1978
20301	Indopacetus	pacificus	1	Longman	1926
20302	Indopithecus	giganteus	1	Pilgrim	1915
20303	Indoredunca	sterilis	0	Pilgrim	1939
20304	Indoredunca	theobaldi	0	Pilgrim	1939
20305	Indorhinolophus	indorouxii	0	"Chattopadhyay,_Garg,_Kumar,_Doss,_Ramakrishnan_&amp;_Kandula"	2012
20306	Indosiren	javanense	0	Koenigswald	1952
20307	Indosiren	koenigswaldi	0	Sahni_&amp;_Mishra	1975
20308	Indosuncus	bhatiai	0	Sahni_&amp;_Kotlia	1985
20309	Indotherium	fatehjangense	1	Pilgrim	1910
20310	Indotherium	pranhitai	0	Yadagiri	1984
20311	Indotragus	pilgrimi	0	Kretzoi	1941
20312	Indozostrodon	simpsoni	0	Datta_&amp;_Das	2001
20313	Indracotherium	asiaticum	NA	NA	NA
20314	Indraloris	himalayensis	1	Pilgrim	1932
20315	Indraloris	kamlialensis	0	Flynn_&amp;_Morgan	2005
20316	Indratherium	majori	NA	NA	NA
20317	Indri	brevicandatus	0	Geoffroy	1796
20318	Indri	indri	0	Geoffroy_Saint-Hilaire	1796
20319	Indri	laniger	1	L.	NA
20320	Indri	longicandatus	0	Geoffroy	1796
20321	Indri	niger	0	de_Lacepede	1799
20322	Indricotherium	asiaticum	NA	NA	NA
20323	Indricotherium	intermedium	0	Chiu	1962
20324	Indricotherium	parvum	0	Chow	1958
20325	Indricotherium	qujingensis	0	Tang	1978
20326	Indricotherium	transouralicum	NA	NA	NA
20327	Indris	brevicaudatus	NA	NA	NA
20328	Indris	diadema	NA	NA	NA
20330	Indris	longicaudatus	0	Geoffrey	1812
20329	Indris	variegatus	NA	NA	NA
20331	Indrodon	malaris	0	Cope	1884
20332	Indusius	kaliae	0	"Gunnell,_Gingerich,_Ul-Haq,_Bloch,_Khan_&amp;_Clyde"	2008
20333	Indusomys	kaliae	1	"Gunnell,_Gingerich,_Ul-Haq,_Bloch,_Khan_&amp;_Clyde"	2008
20334	Inecrtoe	sedis	NA	NA	NA
20335	Infernolestes	rougieri	0	"Cifelli,_Davis_&amp;_Sames"	2014
20336	Infrapithecus	diversus	0	Ameghino	1902
20337	Infrapithecus	expansus	0	Ameghino	1902
20338	Ingentisorex	tumididens	0	Hutchison	1966
20339	Inia	amazonica	NA	NA	NA
20340	Inia	araguaiaensis	0	"Hrbek,_Farias,_Dutra_&amp;_da_Silva"	2014
20341	Inia	boliviensis	1	D&039;Orbigny	1834
20342	Inia	canadensis	1	Desm.	NA
20343	Inia	geoffrensis	1	de_Blainville	1817
20344	Inia	geoffroyii	1	Desm.	NA
20345	Inia	goeffrensis	NA	NA	NA
20346	Iniopsis	caucasica	0	Lydekker	1892
20347	Injanatherium	arabicum	0	"Morales,_Soria_&amp;_Thomas"	1987
20348	Injanatherium	hazimi	0	"Heintz,_Brunet_&amp;_Sen"	1981
20349	Innus	fuscatus	0	Blyth	1875
20350	Innus	japonicus	1	Rennie	1838
20351	Innus	speciosus	0	Geoffroy	1826
20352	Insulotragus	antiquus	1	Pons-Moya	1977
20353	Insulotragus	pepgonellai	1	Moya-Sola_&amp;_Pons-Moya	1981
20354	Interatherium	supernum	0	Ameghino	1887
20355	Interhippus	deflexus	0	Ameghino	1902
20356	Interhippus	phorcus	NA	NA	NA
20357	Interodon	crassidens	0	Ameghino	1885
20358	Interogale	datangensis	0	Huang_Xueshi_&amp;_Zheng_Jiajian	1983
20359	Intyrictis	vanvaleni	1	MacIntyre	1966
20360	Inuus	arctoides	1	I._Geoff.	NA
20361	Inuus	assamensis	1	Maclell.	NA
20362	Inuus	aureus	1	I._Geoff.	NA
20363	Inuus	cynomolgus	1	L.	NA
20364	Inuus	ecaudatus	0	Geoffroy	1812
20365	Inuus	erythraeus	1	Schr.	NA
20366	Inuus	fuscatus	0	Reinwardt	NA
20367	Inuus	inuus	1	L.	NA
20368	Inuus	nemestrinus	1	L.	NA
20369	Inuus	niger	1	Desm.	NA
20370	Inuus	pelops	1	Hodgs.	NA
20371	Inuus	pithecus	1	L.	NA
20372	Inuus	radiatus	1	Geoff.	NA
20373	Inuus	rhesus	0	Geoffroy	1812
20374	Inuus	sancti-johannis	0	Swinhoe	1866
20375	Inuus	silenus	1	L.	NA
20376	Inuus	silvanus	1	L.	NA
20377	Inuus	sinicus	1	L.	NA
20378	Inuus	speciosus	1	F._Cuv.	NA
20379	Inuus	suevicus	0	Hedinger	1891
20380	Invictokoala	monticola	0	Price_&amp;_Hocknull	2011
20381	Iomys	horsfeldi	NA	NA	NA
20382	Iomys	horsfieldi	NA	NA	NA
20383	Iomys	lepidus	NA	NA	NA
20384	Iomys	winstoni	0	Sone	1949
20385	Ioribos	aceros	0	Vekua	1977
20386	Ipshanatherium	ferganensis	0	Lavrov_&amp;_Averianov	1998
20387	Iqualadelphis	lactea	0	Fox	1987
20388	Iquiladelphis	lactea	0	Fox	1987
20389	Iranotherium	morgani	1	Mecquenem	1908
